rank,slug,source,n_jobs,top_titles,sample_description,industry,confidence
1277,heygen,greenhouse,26,B2B Field Marketer | Backend Engineer | Backend Engineer - Infrastructure | Business Sourcer / Talent Acquisition Specialist | Country Community Manager - Brazil,"About HeyGen At HeyGen, our mission is to make visual storytelling accessible to all. Over the last decade, visual content has become the preferred method of information creation, consumption, and retention. But the ability to create such content, in particular videos, continues to be costly and challenging to scale. Our ambition is to build technology that equips more people with the power to rea",other,low
1283,koboldmetals,greenhouse,26,Commercial & Scientific Analyst/Lead | Computational Hydrogeologist | Corporate Accounting Lead | Data Scientist - (Global) | Data Scientist - Staff or Senior (Australia),"About the Company&nbsp; The mining industry has steadily become worse at finding new ore deposits, requiring &gt;10X more capital to make discoveries compared to 30 years ago. The easy-to-find, near-surface deposits have largely been found, and the industry has chronically under-invested in new exploration technology, relying on the manual techniques of yesteryear – even as demand accelerates for ",other,low
1290,nirvana-asia-group,jobstreet,26,Management Support Executive | Business Analyst | Central Procurement Internship (Mandarin Speaking) | Credit Admin & Recovery Executive (Fresh/Junior)- Mandarin Speaking | Admin Assistant (Mandarin Speaking),"[Category: Marketing & Communications / Event Management] Responsibility: Develop event concepts, themes and timelines. Source and negotiate with vendors to secure necessary services. Create and manage event budgets, ensuring cost-effectiveness and adherence to financial guidelines. Develop and manage event schedules and timelines. Oversee the work of various to ensure they meet quality and timeli",other,low
1312,te-connectivity,linkedin,26,Sr. Project Manager Engineer | 2nd Shift ASSEMBLY OPERATOR II | IT Analyst (Intern) | SHIPPER / RECEIVER I | STAMPING OPERATOR II Swing Shift,"[Category: Accounting / Financial Accounting & Reporting] Key Responsibilities: Assisting with processing vendor invoices and employee expense reports. Verifying and reconciling supplier statements. Assisting in resolving accounts payable discrepancies and issues. Supporting the maintenance of vendor records. Assisting with special projects, process improvements, and ad-hoc requests, as needed. Co",other,low
1314,the-church-of-jesus-christ-of-latter-day-saints,linkedin,26,"Admin Assistant 1 Part-time@ Hillcrest Seminary | Experienced Product Manager with Asia Expertise, full-time | Scripture Translation Project Supervisor | Central Steam Plant Mechanic | Temple Facilities Asst 2 (Full-Time) - Pittsburgh PA Temple","Job Description This role helps to foster self-reliance, care for the poor and the needy, and provide opportunities for giving and service by: helping members become economically and emotionally self-reliant; providing access to essential food and clothing items, helping members prepare for and respond to disasters; and providing humanitarian aid to relieve suffering; thus furthering the mission o",other,low
1315,thefarmersdog,greenhouse,26,"Accounting Manager | Acquisition Manager, Paid Social | Compensation Lead | Director, Integrated Search | Director, Process Engineering","Who We Are The Farmer’s Dog was born from a mission to change the landscape of pet health, providing dogs and their humans with honest, smart, and simple care. We’re starting by radically improving the $90 billion pet food industry, replacing bags of highly-processed pellets with a personalized subscription service that sends complete and balanced, freshly-made dog food directly to customers’ door",other,low
1317,tubescience52,greenhouse,26,"Account Director - Growth Marketing (Paid Social) | Analyst (Paid Social) | Associate Creative Strategist | Content Creator | Creative Director, Post Production","⚡ TALENT WHISPERER DIRECTOR WANTED 🎬 Seeking Social-First Director/DP to Drive Top Performance from People and Pixels 👾 📍 Location: Full-time onsite (TS Studios + LA metro locations) 💰 Compensation: $80–110K/year + comprehensive benefits 🚀 About TubeScience TubeScience is the fastest-growing maker of performance-driven video content. We partner with the world’s most innovative brands to create, te",other,low
1322,a3c41b8b71eff8c4,greenhouse,25,"Associate Sales Engineer | Associate Site Reliability Engineer | Business Development Representative | Commercial Account Manager | Director, Revenue Operations","&nbsp; Join Ivanti and accelerate your career! Are you ready to shape how cutting-edge IT solutions reach the market? As our Sales Engineer, you will be responsible for the technical selling of Ivanti Solutions with a focus on Endpoint Management and Security in Japan. &nbsp; Why this role matters As a technical Pre-Sales Consultant / Solutions Engineer, you will play an essential role in showcasi",other,low
1331,blablacar,lever,25,Audience Monetization Manager | Brazil - HR Country Specialist | Confirmed Backend Engineer - Carpool Supply | Confirmed Backend Engineer - Payment Squad | Content Designer,"About BlaBlaCar BlaBlaCar is the world’s leading community-based travel app enabling 27 million members a year to carpool or travel by bus in 21 countries. Our team of 800 employees counts over 50 nationalities and is spread across our 5 global offices, 30% working fully remotely. Your Mission We are looking for a System and Network Engineer to join our IT Ops team at BlaBlaCar. Their mission is t",other,low
1352,leland,ashby,25,"Strategy & Ops, Courses | Consumer Account Executive | Growth Manager, Organic | GRE Tutor (Contract) | GMAT Tutor (Contract)","Leland’s mission is to unlock human potential by making the world’s expertise more accessible. Our platform connects ambitious people with coaching, content, and courses that can can help them achieve their career and educational goals. Since our founding in 2021, we’ve helped tens of thousands of people reach their most ambitious goals, raised $19M from world-class investors, and built the indust",other,low
1364,nory-co,ashby,25,"NYC Summer Camp Permits Coordinator | Studio Assistant (Manhattan, NYC) | Cleaning Professional | Materials Coordinator, Education Supply Chain | Customer Happiness Manager","About NORY: NORY is the premier STEM camp provider in NYC and Boston, enriching the learning journey of 4000+ children annually through immersive and hands-on learning experiences. Our mission is to nurture young risk-takers, problem solvers, and empathetic leaders. Discover more about our mission and program: Instagram: bit.ly/noryi Summer Camp Video: bit.ly/noryvideo1 Job Description: Our 9000+ ",other,low
1365,omniraise-sdn-bhd,jobstreet,25,Senior Recruitment Executive | Assistant Finance Manager | Communication Executive (Ipoh) | Sales Management Trainee (Kuching) | Internship - Recruitment/Admin Support,"[Category: Marketing & Communications / Marketing Communications] Omniraise is one of Asia’s fastest growing Sales and Marketing company working with the most reputable organizations across the ASIA who are creating impact in the world with purposes and values. We have a presence not only just across Malaysia, but also Thailand, Singapore, Indonesia, Hong Kong and South Korea. We are looking for h",other,low
1376,sps,linkedin,25,Client Services Associate (41962) | Concierge Associate (41959) | Service Delivery Associate (Document Processing) (41314) | Field Support Specialist (42046) | PT Field Support Specialist (42043),"Job Title: Receptionist Reports To: The Receptionist will report to the Client Services Supervisor, Client Services Manager, or equivalent leadership. Job Overview The Receptionist provides exceptional service by greeting and assisting all visitors and answering inbound calls. Continuously offers the highest level of service to all corporate employees and their visitors. Maintains a professional i",other,low
1387,theknotworldwide,greenhouse,25,"Account Executive New Business, Italian Market | Account Executive, Primary | Account Executive, Venue | Account Manager | Employment Counsel","WHAT WE DO MATTERS: At The Knot Worldwide, we champion celebration - and that starts with celebrating our people. Our employees are passionate dreamers, thoughtful doers, and lifelong learners who power meaningful moments for millions around the world. We’re united by authentic connection, shared purpose, and a deep commitment to the global community we serve. Here, flexibility and belonging go ha",other,low
1388,triplelift,greenhouse,25,"Accountant | Account Manager, Publisher Client Services | Associate Application Reliability Engineer | Associate Director, CRM Development | Data Scientist","About TripleLift We're TripleLift, an advertising platform on a mission to elevate digital advertising through beautiful creative, quality publishers, actionable data and smart targeting. Through over 1 trillion monthly ad transactions, we help publishers and platforms monetize their businesses. Our technology is where the world's leading brands find audiences across online video, connected televi",other,low
1392,zocalohealth,greenhouse,25,"Chief Operating Officer | CHW Team Lead (Merced) | Community Health Worker/Promotor(a) de Salud | Director, Community Health Worker Workforce | Director of Product Magagement","Community Health Worker Team Lead (Merced) at Zócalo Health WFH (Must reside in Merced CA) Work Schedule: Monday - Friday, 9:00AM - 5:00PM Compensation: $75,000/year &nbsp; #communityhealth #healthequity #latinohealth #healthcare &nbsp; About Us&nbsp; Zócalo Health is the first tech-driven provider built specifically for Latinos, by Latinos. We are developing a new approach to care that is designe",other,low
1399,align,greenhouse,24,"Account Executive, Expansion - Enterprise | Account Executive, Expansion - Velocity | Account Executive, New Logo - Enterprise | Account Executive, New Logo - Startup | Business Development Representative","About the Role The GRC analyst helps maintain A-LIGN’s management system as it relates to information security standards. In this role, you will be responsible for the coordination, maintenance, and improvement of A-LIGN’s corporate compliance program, including internal and external audits. Reports to Director of Compliance and Program Management Pay Classification Full-Time Responsibilities &nbs",other,low
1400,arcesiumllc,greenhouse,24,Analyst - Trade Accounting & Operations | Client Success Manager | Lead Data Engineer | Lead Engineer - Corp Tech | Lead Infrastructure Engineer,"&nbsp; Company Overview Arcesium is a global financial technology firm that solves complex data-driven challenges faced by some of the world’s most sophisticated financial institutions. We constantly innovate our platform and capabilities to meet tomorrow’s challenges, anticipate the risks our clients encounter, and design advanced solutions to help our clients achieve transformational business ou",other,low
1402,baidu,greenhouse,24,Account Manager | Advertising Sales Associate (Contractor) | Advertising Sales Manager | Associate Campaign Manager | Business Development Manager - App Advertisers,"Job Title: Account Manager (contractor) Job Location: Mountain View, CA Job Type: Contractor, Onsite, Monday - F­riday &nbsp; About the Role We are seeking a highly motivated and results-driven Client Account Manager to join our team as a contractor in the fast-paced and dynamic ad tech industry. As a Client Account Manager – publisher side, you will be responsible for managing and growing relatio",other,low
1405,blackbirdinteractive,lever,24,Animator (3-month contract) | Art Director | Art Lead (Third-person action shooter) | Character Artist (8-month contract) | Game Director,"Blackbird Interactive is a creative-fueled, future-driven, independent game studio where the best talent in the industry can find long-term careers to help grow their abilities while working on a wide range of projects, which encompass world-class IPs as well as our own creations across multiple genres. Our studio operates as a remote-first workplace, offering flexible work arrangements. At this t",other,low
1410,candlinspection,lever,24,Chief Inspector | Coating Inspector | Craft Inspector | Distribution Inspector Level 3 | Distribution Level 3 Inspector,"C & L Inspection was built on a mission to be the most trusted US Services Company delivering top-notch performance with uncompromising integrity. This way of thinking has set us above the competition. We are looking for knowledgeable, safety minded people to join our team as we grow. Job Title: Welding Inspector Location: Middletown, PA (Various Surrounding Areas) Duration: 03/01/2024-12-31-2024 ",other,low
1418,dell-global-business-center-sdn-bhd,jobstreet,24,Finance Development Program (Fresh Graduate) | Technical Support (fresh graduates) Server/Storage | Finance and Accounting Internship (2024 intake) | Inside Sales Account Manager ( Junior role) | Supply Chain Management Senior Advisor,"[Category: Accounting / Bookkeeping & Small Practice Accounting] We are a global, multi-billion-dollar corporation – and Accounting is vital to reflecting our staggering earnings, profits, cash balances and other financial results. To meet this challenge, we implement best practices, provide general financial support, resolve queries, prepare reports and provide statistics. We also design policies",other,low
1442,holcim,linkedin,24,"Human Resources Business Partner | Operator, Batcher 1 | Terminal Operator - Valley City | Sr Financial Analyst | Electrician - Plant Operator","Requisition ID: 5752 Location: Wrentham, MA, US, 2093 Pay Type: Salary ARE YOU READY TO BUILD PROGRESS WITH US? Driven by our purpose: Building progress for people and the planet. We are transforming to become the global leader in innovative and sustainable building solutions. Holcim is enabling greener cities, smarter infrastructure and improving living standards around the world. With sustainabi",other,low
1459,mural,ashby,24,"Engineering Manager, Data Modeling | Senior Product Designer, Growth (Upper Funnel) | Principal Product Designer, Integrated Workflows | Senior Product Designer, Customer Insights | Solutions Engineer, DACH","ABOUT THE TEAM The IT Service Specialist is a member of the Information Technology (IT) team within Mural’s CISO's team. The IT Team is positioned to deliver enterprise class service and support to all Muralistas, following best practices in support, application management, and proactive service management. We value accountability, efficiency, resourcefulness, and going the extra mile as we strive",other,low
1466,petrafundsgroup,greenhouse,24,Allvue Systems Specialist | Credit Accountant | Credit Accountant (Direct Lending) | Finance Manager | DCS (Financial Technology) | Fund Accounting- Assistant Controller (PE-RE),"Petra Funds Group is a single source provider for the fund administration and fund infrastructure needs of Private Equity and Debt Funds. At Petra, we enable fund managers to focus on the tasks that add the most value to their businesses and leave the rest to us. Petra is made up of highly experienced professionals across the US and Europe. In a business where accuracy and timeliness are paramount",other,low
1469,proalphagroup,greenhouse,24,Area Sales Manager m/w/d | Business Development Representative m/w/d | ERP-Consultant Außenhandel m/w/d | ERP-Consultant Finanz- und Rechnungswesen / Controlling m/w/d | ERP-Consultant Maschinen- und Anlagenbau m/w/d,"Proalpha Thailand is part of the Proalpha Group. English is used as the working language across teams. As an employer, we are&nbsp; PRO YOU – because people are at the center of everything we do . We take responsibility for one another, create continuous development opportunities, and offer an environment that supports both professional and personal growth – including flexible working time models.",other,low
1474,safetyculture-2,lever,24,"Account Executive | Account Executive - New Business (Expression of Interest) | Account Executive, French Speaking (Expression of Interest) | Accounts Receivable Officer | Customer Lifecycle Marketing Executive","Why join us? We’re a global tech company, just not the kind you’re picturing. Sure, we’ve got catered lunches, team events, cool merch, and yes... dogs in the office. But that’s not why people join. Our team of nearly a thousand people wakes up every day to make our product and our customers’ lives better. At SafetyCulture, you’ll hear “yes, let’s give it a shot” more often than “that’s not how we",other,low
1486,typeform,greenhouse,24,Account Executive - EU | Account Executive - US | Data Platform Engineer - Fixed Term Contract | DevSecOps Engineer | Editorial Manager,"Who we are Typeform is a refreshingly different form builder. We help over 150,000 businesses collect the data they need with forms, surveys, and quizzes that people enjoy. Designed to look striking and feel effortless to fill out, Typeform drives 500 million responses every year—and integrates with essential tools like Slack, Zapier, and Hubspot. Head of Creative About the role We are looking for",other,low
1488,unitedmasterstranslation,greenhouse,24,"Artist Marketing & Partnerships Consultant, UK | Artist Relations Manager | Brand Strategy | Business Affairs | Business Affairs Manager","Who We Are We are an award-winning independent creative solutions company that aspires to be the most culturally-influential company in the world. We help ambitious brands harness the power of culture to solve their biggest challenges. As a unique mix of experts in culture, technology, and storytelling, we are united by a passion to grow brands in ways that advertising alone can never do. We are a",other,low
1489,upgrade,greenhouse,24,"Account Executive, Home Improvement | Accounts Receivable Specialist | Credit Analyst | Customer Success Manager, Contractor Engagement | Dealer Development Manager, Atlanta","Upgrade helps customers move in the right direction with affordable and responsible financial products. Since 2017, we’ve helped over 7.5 million customers access over $42 billion in consumer credit. With a relentless focus on improving our customers' financial well-being, we build products that put more money in their pocket and support their journey toward a better financial future. We’re backed",other,low
