"rank","slug","source","n_jobs","top_titles","sample_description"
"3489","pocketbook-agency","linkedin","6","Family Assistant | Accounts Payable Analyst | Senior Administrative Assistant | Private Chef to UHNW Family | Administrative Assistant to Exciting AI Music Focused Start-Up","We are seeking a part-time Administrative Assistant for our client an AI music-focused startup based in New York. This role will start out part-time and can possibly grow into full-time in the future. This is a fully remote opportunity but candidates need to be located in the Eastern Time Zone, and candidates located in the tri-state area will be prioritized. Candidates must have ideally at least "
"3490","pod-network","ashby","6","Apply with us | Business Development Lead | Smart Contract Engineer (EVM / Low-Level Execution) | Content & Growth Strategist | Backend Engineer (HFT / Low-Latency Systems)","About the Role We're seeking a Business Development Lead to drive go-to-market and strategic partnership initiatives at pod.network . This role is ideal for someone who excels in relationship-building, understands technical sales, and is excited to navigate the highly dynamic world of Web3. You’ll work directly with the CEO and own our BD pipeline end-to-end—from sourcing and nurturing high-levera"
"3491","polygonus","greenhouse","6","Applications Engineer | Business Development Specialist | Client & System Support Administrator | Operations Technician I | Outside Sales Specialist","Salary Range: 90-95K annually&nbsp; Role Summary:&nbsp; Under the direction of the Engineering &amp; Estimating Manager -National, the Applications Engineer is responsible for supporting the Engineering and Estimating team across the full project lifecycle, including load calculations, system design, bidding support, client presentations, field deployment, and post-project documentation. This is a"
"3492","post-consumer-brands","linkedin","6","Quality Food Safety Manager | Manufacturing Engineer - Packaging | Continuous Improvement (CI) Manager | Sr. Continuous Improvement Manager | Public Relations & Partnerships Strategist","Business Unit Overview Headquartered in Lakeville, Minn., Post Consumer Brands, a business unit of Post Holdings, Inc., is dedicated to providing people and their pets with delicious food choices for every taste and budget. The company’s portfolio includes beloved brands such as Honey Bunches of Oats®, PEBBLES®, Grape-Nuts® and Malt-O-Meal® cereal, and Peter Pan® peanut butter, as well as Rachael "
"3493","precious-trend-sdn-bhd","jobstreet","6","Admin Assistant | Senior E-Commerce Executive | Marketing Executive | E-Commerce Executive | HR Assistant","[Category: Sales / Sales Coordinators] ROLES & RESPONSIBILITIES Perform sales activities by replying customer queries and close sales Check stock availability. Update the e-commerce platforms setting from time to time. Handle delivery for urgent customer inquiry or special case. Check the platforms transactions with the communication inter departments. Coordinate and prepare daily e-commerce (Shop"
"3494","precision-medicine-group","linkedin","6","Client Finance Analyst I | Engagement Manager | Central Laboratory Operations Manager | Project Engineer, Validation Engineering | Health Information Technology Specialist - Oncology","The Engagement Manager role is fully remote. Unfortunately, we are not able to provide sponsorship assistance at this time or in the future.*** Are you a natural leader who enjoys collaborating, moving the ball forward and rolling up your sleeves? Join our Personalized Access & Reimbursement team where we excel at understanding the ever-changing and complex healthcare market and helping pharmaceut"
"3495","precision-technologies","linkedin","6","Golang Developer | iOS Developer | User Interface Architect | UI Developer (React Native) | General Counsel","Job title: React Native Developer Senior [10347]Location: Irving, TXDuration: 12+ Months contract PROJECT DESCRIPTION/JOB SUMMARYThe React Native Developer Senior is part of the Digital Technology Team. They are responsible for design, implementation and on-going enhancements of digital products and enhancing the digital experience. The developer must have a strong and continuously evolving techni"
"3496","precisionvehicleholdings","greenhouse","6","Automotive Electrical Technician | Click Here to Join Our Talent Pool for Future Opportunities! | Data Visualization Developer | Operations Administrator | Operations Supervisor","At Precision Vehicle Holdings, we're a dedicated team of professionals with extensive experience in the processing of new vehicles. Our core strength lies in industry-leading software and systems that optimize every aspect of new vehicle processing. With a focus on efficiency and cutting-edge technology, we're committed to delivering excellence to our clients. Our team, comprised of logistics expe"
"3497","premier-life-sciences-llc","linkedin","6","Automation Control Engineer | Cleaning Validation | Test Engineer - Medical | Quality Engineer | Research And Development Engineer","Role: R&D Test EngineerLocation: Maple Grove, MNDuration: 12 Months on W2 - no C2C Special project involves reallocating resources to cover ongoing operational needs more efficiently. The product is based in CR with design operations in Maple Grove, facing material obsolescence challenges. We require adherence to standards when considering material adjustments for our coronary catheter product. Th"
"3498","prestasi-flour-mill-m-sdn-bhd-199401031689","jobstreet","6","SAP SD Functional / Specialist | Safety Health Environmental (SHE) Officer | Sales Manager (Based in Kota Bahru, Kelantan) | ACCOUNTS EXECUTIVE (SARAWAK FLOUR MILL - BASED IN KUCHING) | Sales Manager (Sarawak Flour Mill - Based in Kuching)","[Category: Sales / Management] We are a member of an international group of companies operating a flour mill at Demak Laut Industrial Park, Kuching, Sarawak. Job Description: As a Sales Manager in the flour industry, you will be responsible for leading the sales team to achieve revenue targets and expand market share. You will develop and implement effective sales strategies, build and maintain st"
"3499","pro-office-technology-sdn-bhd","jobstreet","6","Corporate Sales Executive (PROVIEW) | Data Entry Clerk PETRONAS KLCC (URGENT!!!) | HR, Admin & Finance Executive (PROVIEW) | Mobile Developer | Data Entry Clerk (URGENT)","[Category: Information & Communication Technology / Developers/Programmers] Description Skills 1. About 4-7 years of working experience in software/system engineering 2. Good understanding of object-oriented programming 3. Able to design and develop using PHP technologies such as PHP, JAVA , HTML5, APACHE, CSS Bootstrap, JQUERY 4. Knowledge in at least two PHP Framework such as Code Igniter, Larav"
"3500","pro2learn","linkedin","6","Tax Associate | Senior Accountant | Accounting Supervisor | Payroll Accountant | Accounting Manager","Company Description Pro2Learn is an online education provider specializing in a range of topics including US taxation, accounting, HR & payroll, technology, education, healthcare, and construction compliance. We offer webinars, seminars, and books as part of our educational offerings, providing individuals with convenient access to educational resources in their respective fields. Our unique infor"
"3501","progressive-recruitment","linkedin","6","Utility Business Analyst | Electrical Designer | Biologist | Environmental Land Planner | Utility Estimator","Coordinate and lead projects from conceptual stage through engineer, procurement, construction and ultimately closeoutLead multiple concurrent projects including overhead transmission and substation projects ranging from 34.5kV to 500kVWork with technical teams to understand interdependencies of projects and establish an overall construction sequence for inter-related projectsMaintain detailed pro"
"3502","project-expedition","ashby","6","Business Development Manager | Senior Travel Planning Specialist for Custom & Group Tours | B2B Digital Marketing Specialist | Head of Client Experience | Business Development Manager - Canada","The Opportunity Project Expedition is looking for a tech-forward Head of Client Experience to help us scale an organization that’s already known for exceptional service —without losing the personal touch our clients expect. This role is for a leader who blends world-class support operations with expertise in using technology and AI to drive speed, consistency, and quality. We don’t believe in “aut"
"3503","prolim-corporation","linkedin","6","Project Manager (State Agencies Experience Required) | User Experience Designer (Figma, Sketch, & InVision) | Electrical Engineer | Bilingual Japanese- HR Supervisor | Licensed Clinical Social Worker - LCSW","Role : Teamcenter ConsultantLocation : RemotePermanent Resident Teamcenter Typically Required:• Highly proficient in C and C++• Highly proficient in ITK customization• Highly proficient in Teamcenter 11x or higher usage Rich Client Development• Highly proficient in scripting languages, including Perl script, Windows script.Teamcenter Typically Preferred:• Highly proficient in Teamcenter Transfer M"
"3504","prolink","linkedin","6","Tool and Die Maker | Cardiac Sonographer | Physical Therapist | CNC Setup Technician | Long Term Care Complaint Investigator","Prolink is seeking a highly skilled Automation Technician to join the team of one of our manufacturing clients in Erlanger, KY. Job Responsibilities:Utilize detailed knowledge of mechanical and design areas of automation to maintain and troubleshoot sophisticated manufacturing equipment.Perform general machining tasks as needed to support automation processes.Demonstrate thorough understanding of "
"3505","prorata","ashby","6","Senior Technical Program Manager, Gist Answers | Sales Engineer, Gist Ads | Account Executive, Gist | Account Executive, Enterprise - GEO | Principal Program Manager","About the Role Gist, a ProRata brand, is redefining advertising for the AI era, building AI-powered, contextual ad experiences across AI search, chat interfaces, and premium digital media environments. We partner with leading brands and agencies to activate high-intent moments across the evolving landscape of consumer discovery and decision-making. We’re looking for an Account Executive with a dee"
"3506","protonai","greenhouse","6","Business Development Rep | Director, Product Marketing | Founding GTM Engineer | Fullstack Software Engineer (AI-Native) | Sr. Solutions Consultant","Job description About Us: The wholesale distribution industry is overdue for a technology upgrade, and Proton is building it. The world relies on distributors to sell nearly every physical product, but most still run on legacy systems. Proton started by bringing AI-powered CRM to distribution, delivering 10x ROI, faster ramp for new reps, and happier sales teams. In 2021, we raised a $20M Series A"
"3507","publix-super-markets","linkedin","6","Lead Software Engineer – Pharmacy Core Platform | Sr. Software Engineer- Warehousing Modernization | Solutions Architect - REMOTE | Supervisor, 401K and Compliance | Compliance Analyst","Publix is currently seeking a Compliance Pharmacy Analyst to help support our growing Pharmacy Compliance Program. This position will assist the Pharmacy Compliance team with data analytics, metrics development and review, dashboard compilations and scorecard reviews to ensure regulatory compliance as well as policy adherence. This includes gathering key data points and providing strategic analysi"
"3508","pursuit-collection","linkedin","6","GPI TEST JOB | RESTAURANT MANAGER (HOMESTEAD) | SHUTTLE DRIVER (WINDSONG LODGE) | WAREHOUSE DRIVER (GLACIER NP) | HOUSEKEEPING SUPERVISOR (WINDSONG LODGE)","Work in a dynamic, culturally diverse team from around the globeSeasonal work experience in a historic hotel setting in an iconic, unforgettable, and inspiring locationsCompetitively priced lodgingComplimentary WiFi and laundryThe chance to work in an inclusive culture and make life-long friendsOpportunities for career growth or future work at other Pursuit locationsAccess to one of the world’s mo"
"3509","pwm-pet-world-international-sdn-bhd","jobstreet","6","Corporate Finance Executive / Sr. Executive | Sales Manager ( Pet Care Channel ) | Export Executive | Internship - Business / Marketing | Ecommerce Specialist","[Category: Marketing & Communications / Marketing Communications] 𝐏𝐮𝐫𝐩𝐨𝐬𝐞 𝐨𝐟 𝐭𝐡𝐞 𝐩𝐨𝐬𝐢𝐭𝐢𝐨𝐧 To concerned with creating a lasting impression among consumers and improving product sales and market share. This is achieved by making sure advertising and marketing activities send out the right image. Key aspects of the job include creating brand guidelines and making sure that employees follow them. 𝐊𝐞𝐲 "
"3510","py-konsep-perunding-sdn-bhd","jobstreet","6","Design Engineer | Administration | BIM Modeller | Resident Engineer | Draughting","[Category: Engineering / Engineering Drafting] Possess minimum Diploma / Skill Certification in Civil Engineering / Draughting / Architecture / Building Construction and relevant courses Minimum working experience of 2 years - 5 years as a Civil Drafter Able to utilize C&S designing software such as Autocad, Civil 3D, Prota, ETABBS and etc Have basic knowledge on BIM Modelling and / or attended tr"
"3511","qdos-flexcircuits-sdn-bhd","jobstreet","6","SENIOR PURCHASING EXECUTIVE | PROCESS ENGINEER (TEST/AOI) | Process Engineer | NPI Engineer | ACCOUNTS EXECUTIVE (AP)","[Category: Human Resources & Recruitment / Training & Development] 1.Develop and drive effective training and development program to build highly motivated and competent workforce, aligned with Qdos High Performance Culture (HPC) Conduct training needs analysis (TNA) to identify the training priorities for both technical and soft skill needs including leadership skill Develop, implement and improv"
"3512","qinetiq-us","linkedin","6","Executive Assistant (EA) (TS/SCI) DODF4 | Language Enabled Analyst – Chinese Mandarin | Identity Access Management Engineer | Management Analyst | Executive Assistant (EA) (TS/SCI) DODF3","We are a world-class team of professionals who deliver next generation technology and products in robotic and autonomous platforms, ground, soldier, and maritime systems in 50+ locations world-wide. Much of our work contributes to innovative research in the fields of sensor science, signal processing, data fusion, artificial intelligence (AI), machine learning (ML), and augmented reality (AR). Qin"
"3513","ql-livestock-farming-sdn-bhd","jobstreet","6","ADMINISTRATION CLERK | Sales & Marketing Executive | Project Manager | HR Intern (Convertible to Permanent Position) | Admin Clerk","[Category: Administration & Office Support / Administrative Assistants] Description Job scopes: - To perform full spectrum of HR functions. Intensive training will be provided. Requirements: - Excellent & proficient communication skills in English & Malay. Mandarin is an added advantage. - Proactive. - Computer literate. - Posses own transport. Highlights: - Convertible to permanent position. - Ca"
"3514","qontext","ashby","6","Backend Engineer – AI/ML | Product Engineer | Backend Engineer | Software Engineering Intern | Unsolicited Application","We’re building the independent context layer for AI – a missing piece of infrastructure that allows every AI process in a company to act on relevant and up-to-date context. We’re a fast-moving, well-funded team based in Berlin, backed by HV Capital, Zero Prime and the founders of n8n, neo4j, Cognigy, make.com, Celonis and Nabla. The Opportunity In this role, you’ll work very closely with our Co-fo"
"3515","quad-a-solomonedwards-company","linkedin","6","Process Engineer | Controller | Controller/REMOTE (East Coast) | Entry Level Financial/Accounting Assistant | Personal Lines Insurance Producer/Business Development (High Net Worth/Private C","In-House Counsel QUAD is seeking an In-House Counsel for our international client’s Cherry Hill, NJ corporate headquarters. Responsibilities:Determining ethical solutions related to legal issuesPerforming strategy related to favorable and cost-effective case resolutionDeveloping arguments and representing organizational best interestsMaintaining awareness of current legislationPreparing timely and"
"3516","quail-park-communities","linkedin","6","Licensed Vocational Nurse (LVN) | Night Janitor | Caregiver | Activity Assistant | Housekeeper","Quail Park of Lynnwood Pay starting $19-20.00/hour depending on experience. Caregiver | Nursing Assistant | Resident Aide Benefits Offered There are several benefits available to team members at Quail Park such as: Medical, Dental & Vision Insurance (full-time)Long Term Disability (full-time)Retirement Plan Contribution (401K or Roth) - 100% match of first 6% (over 21, 1000 hrs. worked in prior 12"
"3517","qual-it-resources","linkedin","6","ETL Developer | Senior Accountant | Database Administrator | Service Developer | Infrastructure Manager","ETL DeveloperAs a member of the Business Intelligence team, the ETL Developer is responsible for managing the design, development, implementation, management and support of critical enterprise Business Intelligence reporting processes and environments. The ETL Developer will use their knowledge of data warehousing and architecture to develop ETL solutions and help automate data extraction from sou"
"3518","quantumbricks","linkedin","6","Enterprise Solutions Architect | Security Service Mesh Engineer | Registered Nurse (RN) | Python Developer with AWS & Lambda | Lead Cyber Security Engineer","Job Title : Lead Cyber Security Analyst Job Location : RemoteRoles & Responsibility : Lead proactive threat hunting initiatives to detect and neutralize advanced cyber threats before they impact the organization.Develop, implement, and refine cybersecurity strategies with a strong emphasis on threat identification and vulnerability remediation across various platforms, including cloud and on-premi"
"3519","radgov-inc","linkedin","6","Call Center Representative | Senior PHP Developer | Test Analyst | Certified Pharmacy Technician | Grants Coordinator","Technical Support - End User SupportLocation: Golden, CO 80401, USADuration: 6 Months with possible extension Pay Rate $25/hour on W2 Job Description: Must be able to work from home on Fridays. Must be able to interview in person. Must be able to take CJIS certification training/exam. Provides support to end users on a variety of issues. Identifies, researches, and resolves technical problems. Res"
"3520","radiant-code-sdn-bhd","jobstreet","6","Account Executive | SECRETARY | Key Account Executive | Store Assistant | E-COMMERCE EXECUTIVE","[Category: Marketing & Communications / Marketing Communications] Website Management: Oversee the daily operation and maintenance of the ecommerce website. Ensure the website is updated with the latest products, descriptions, prices, and promotions. Product Management: Manage product listings, including adding new products, editing existing listings, and removing discontinued items. Ensure product"
"3521","radio-frequency-services-m-sdn-bhd","jobstreet","6","Office Admin cum Receptionist | Sales Coordinator | PROJECT ADMIN / COORDINATOR | SAFETY OFFICER | SALES ADMIN / COORDINATOR","[Category: Engineering / Electrical/Electronic Engineering] Description Job Requirement: Warganegara Malaysia Mempunyai pendidikan sekurang kurangnya SPM Mempunyai sijil PW4 dari Suruhanjaya Tenaga (ST) Boleh bercakap dan menulis dalam bahasa Malaysia Mempunyai pengetahuan dan skil perwayaran untuk apa-apa pemasangan Mempunyai pengetahuan bantuan kecemasa jikalau terjadi kemalangan melibatkan elek"
"3522","radixexperienced","greenhouse","6","Compliance Specialist – Amsterdam | HPC Systems Engineer | Network Engineer | Quantitative Business Analyst | Quantitative Researcher","As a Quantitative Researcher, your focus is on identifying trading opportunities, but you can add even more value with strong quantitative skills and some coding proficiency to accelerate the innovation process and help others leverage your work.&nbsp; &nbsp; By working on a variety of projects with different collaborators over a six-month period, you’ll gain new knowledge and insight into the fun"
"3523","rampanttechnologies","greenhouse","6","Cyber Security Engineer | Linux Platform Engineer | Linux Sys Admin | Senior Linux Sys Admin | SIGINT Analyst","Company Summary Rampant employs a diverse range of talent to create an environment that fuels innovation and fosters continuous&nbsp;improvement and success. At Rampant, you will have the opportunity to make an immediate impact by providing&nbsp;information solutions and services in support of national security missions and government transformation for&nbsp;Intelligence, Defense, and Federal Civi"
"3524","randstad-sourceright","linkedin","6","Medical Communications Specialist | Copy Quality and Editorial Associate | Executive Administrative Assistant | QA Analyst | Account Manager - Specialty Insurance - Excess and Surplus","Engineering Sourcing Specialist (Corporate Setting) Focus of role: Corporate Sourcing for FTE roles with a focus on Engineering related to the Automotive Industry. Job type: Contract to hireStart date: As soon as onboarding – 5/5/24 (initial contract)Worksite: Must be able to work 3 days/week onsite in Bloomfield Hills, MI (T, W, TH)Position type: Full time We are looking for a skilled Engineering"
"3525","raps-consulting-inc","linkedin","6","Mainframe Developer | Advanced Business Analyst | System Engineer | Palliative Care Nurse Practitioner | Radiologic Technologist","Role/Title : Radiologic TechnologistLocation : Onsite - WHITE PLAINS, NYDuration : Fulltime ﻿Education & Experience RequirementsThe Radiologic Technologist must be a graduate of an allied health education and accredited radiography school or hospital-based program. NY State DOH Licensure or Limited Permit required. ARRT registered (RT) and radiograph (R).Continuing education requirements need to b"
"3526","rapsys-technologies-malaysia-sdn-bhd","jobstreet","6","Manual Testing | Dot net developer | SAP CO Product Costing Consultant | SAP FSCM Consultant | Huawei CBS Solutions Architect","[Category: Information & Communication Technology / Programme & Project Management] Description Reporting to the Software Test Team Lead of BPO Asia Pacific, you will be involved in all phases and end-to-end testing of the cheque processing application for our BPO (Business Process Outsourcing) business in Malaysia, Hong Kong and Philippines. The successful candidate will be working closely in a t"
"3527","realtek-consulting-llc","linkedin","6","Senior Technical Writer | Solutions Architect | Cyber Security Engineer/Architect (SSPM) | WebMethod Developer | Webmethods Developer (Fulltime)","Responsibilities.· Proven experience in deploying real-time AI/ML models using Google Cloud PlatforStrong programming skills in Python and PySpark.· Proficiency with SQL and relational databases, data warehouses, and BigQuery.· Experience in scaling marketing-related AI/ML solutions such as cross/upsell, recommended systems, and category propensity.· Experience in deploying and managing Large scal"
"3528","recron-malaysia-sdn-bhd","jobstreet","6","PLC AND VFD ENGINEER | POWER AND ELECTRICAL ENGINEER | Accounts Receivable Officer (Executive Level) - Kuala Lumpur | Assistant Engineer with Chemical Engineering - Weaving / NGR / Poly - Nilai | Wastewater Treatment (ETP Competency Certificate) - Sr. Exec / Asst. Manager","[Category: Manufacturing, Transport & Logistics / Warehousing, Storage & Distribution] Job Description A. Officer - Warehouse Job Responsibilities:- • To monitor finished good inbound and outbound process and handle ISO and safety and Health of Material Handling Department. • Day to day operation of finished good warehouse - POY division. • Inventory management. • Handling ISO and safety and Healt"
"3529","red-oak-technologies","linkedin","6","Scrum Master | Logistics Coordinator | Full Desk Recruiter | UX Designer On Site Contract Sunnyvale California | Machine Learning Engineer","“NOTE: If selected for this position, you are required to perform ALL work within a commutable distance of your assigned Worksite Location. Three days a week onsite, Tues, Wed, Thurs, with Monday and Friday being remote” Machine Learning Engineer/Python for Austin, TX for a 12-month Contract. Responsibilities:Design and develop Machine Learning Models from scratchRun machine learning test and expe"
"3530","reflexrobotics","ashby","6","Mechanical Engineer | Electrical Engineer (Hiring at all Levels) | Controls Engineer | Principal AI Research Engineer - World Models | Principal AI Research Engineer - RL","Company Overview Reflex Robotics is building affordable ($10k) wheeled humanoid robots to automate dangerous and repetitive tasks in manufacturing and logistics. We envision a future where intelligent robots are doing all kinds of boring work that people hate doing—loading chicken nuggets into Costco boxes, lifting forty pound bags of dog food at Petco stores, and cleaning up cranberry juice spill"
"3531","regional-finance-regional-management-corp","linkedin","6","Branch Manager | Bilingual Loan Specialist | Loan Specialist | Assistant Manager | Assistant Branch Manager","Are you ready to take your career to the next level? Regional strives to positively impact the financial lives of our customers. For over 35 years, our Team Members have been passionate about supporting customers through their financial challenges in life. They take pleasure in finding solutions and lending a helping hand, both to our customers and our communities. As we continue to grow and becom"
"3532","relaygraduateschoolofeducation","greenhouse","6","Consultant, Curriculum Support | Director, Marketing Operations and Implementation | Fractional Technical Lead | Future Opportunities | Manager, Accounting","Location: Flexible within the U.S Type: Full-Time Team: Finance Start Date: May 2026 Priority Application Review Deadline : April 30, 2026 &nbsp; SUMMARY: Relay Graduate School of Education (Relay) is an accredited not-for-profit institution of higher education serving thousands of educators from across the country, from pre-service teachers to system-level leaders. Our mission is to ensure that a"
"3533","relevante-inc","linkedin","6","Production Operator | Lab Technician | Architectural Specification Writer | Business Reporting Analyst | Environmental Analyst - Project Manager","Pay Rate: $ 19.00 / hour We have partnered with a large manufacturing company in the Garland, TX area to provide them with a Lab Technician. Please review the below description and let us know if you are interested. Prioritized Must Have Skills For The Lab Technician #1. 1-2 years of experience in a laboratory #2. Lab equipment knowledge Responsibilities Of The Lab Technician Performs a variety of"
"3534","renaissance-lakewood-llc","linkedin","6","Intern, Project & Packaging Engineering | Compounder II, 3rd Shift | Supervisor, Process Maintenance - Night Shift | Compounder II, 2nd Shift | Operational Excellence Engineer II","Renaissance LLC All qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity, religion, national origin, disability, veteran status, age, marital status, pregnancy, genetic information, or other legally protected status. Compounder II, 3rd Shift US-NJ-Lakewood Job ID: 2024-2744 Type: Regular Full-Time # of Openings: 1 Ca"
"3535","resilinc","lever","6","Customer Support Engineer (24*7 Night Shift) | Engineering, Product & Data Science Future Opportunities | Enterprise Account Executive - SCRM | Go To Market Future Opportunities | Senior Forward Deployed Engineer (Enterprise AI Solutions) – India (Remote)","Join the Future of Supply Chain Intelligence — Powered by Agentic AI At Resilinc, we’re pioneering intelligent, autonomous systems that redefine supply chain risk management. Our agentic AI helps global enterprises predict disruptions, assess impact, and act in real time — before operations are affected. Named a 2025 Gartner® Magic Quadrant™ Leader, we’re trusted by top companies in life sciences "
"3536","resonac-materials-malaysia-sdn-bhd","jobstreet","6","HR & Admin Executive / Senior Executive | Facilities Technician | R&D Engineer | ENGINEER CUM CHARGEMAN | HUMAN RESOURCE INTERNSHIP","[Category: Manufacturing, Transport & Logistics / Production, Planning & Scheduling] To assist in collecting, compiling and analyzing technical data to support process control improvement activities. To carry out monitoring on process capability/condition/control and conduct the necessary trouble shooting for continuous improvements. To study and establish processes control / operation limit for p"
"3537","revefi","lever","6","Backend Engineer - Seattle | Enterprise Account Executive - US | Founding Product Mananger | Lead Backend Engineer (BLR) | Senior Backend Engineer - Seattle, WA","🚀 About Revefi Founded in 2021 by Sanjay Agrawal and Shashank Gupta, the visionary co-founders of ThoughtSpot (Gartner’s BI Magic Quadrant leader), Revefi is a Series A funded startup that has raised $30 Million from renowned investment firms like Icon Ventures, Mayfield Fund, GTM Capital, and StepStone Group. Revefi’s Agentic AI solution is transforming how modern enterprises manage their data re"
"3538","revhealth","lever","6","Account Supervisor | Copy Supervisor | Project Manager - | Senior Account Executive - Client Services | Senior Copywriter","In a world of big-box consolidated agencies, RevHealth stands apart—proudly independent and intentionally different. That’s not just our ownership—it’s our mindset. It empowers us to think fearlessly, make bold decisions, and tailor our approach to fit the unique needs of every client. Interested in working for a dynamic agency that empowers its people to produce career-defining work? Join us at R"
"3539","revivn","greenhouse","6","Demand Generation Specialist | Director of Engineering | Director of Sales | Enterprise Sales Development Representative | Junior IT Helpdesk Technician","Revivn is a profitable and rapidly growing company that helps enterprises manage their technology through our end of life software platform. We take electronic recycling one step further by repurposing hardware that still has remaining life and providing it to people who lack dedicated computer access and make it more affordable for people who may not be able to purchase new technology. Working wi"
"3540","ri-international","linkedin","6","Shift Supervisor | Peer Support Specialist I | Nurse Manager | Eligibility Enrollment Specialist | Milieu Specialist","RI International is the leader in Peer-Powered Support to those in crisis for mental health and substance use. Our Mission is to empower people to recover, succeed in accomplishing their goals, find meaning and purpose in life, and reconnect with themselves and others. Our Vision is to activate the next generation of frame-breaking healthcare innovation to support people beyond their behavioral he"
"3541","rightway","greenhouse","6","Customer Service Representative | Garage Door - Install Technician | Garage Door Sales/Technician | Gate & Commercial Service Manager | General Application","🚪&nbsp; Open the Door to a Fulfilling Career with Right Way Garage Doors! Position: Garage Door Technician Location: Vacaville, CA Compensation: • $22/hour during paid training • Realistic annual earnings of $80,000–$150,000 after training Experience: No garage door or sales experience required – we’ll train the right candidate! Mechanical aptitude and comfort speaking with customers are key. Do y"
"3542","ripplematch","linkedin","6","Account Executive | Fire Protection Engineering Summer Intern | Power Optimization and Analysis Engineer | Business Development Intern | Process Engineering Intern","Working at RippleMatch: The current status quo of finding a first job is broken: Traditional career services and job boards with millions of postings aren't very helpful, and figuring out where to begin your career is a difficult and overwhelming decision. It's also not a fair contest. For many Gen Z candidates, opportunity is limited based on where they attend school and their personal networks.R"
"3543","rm-leopad-sdn-bhd","jobstreet","6","Assistant Manager | Finance Manager/ Assistant Manager - Group Consolidation and Reporting | Front-Desk Clerk / Receptionist | Operation Officer | Project Manager","[Category: Engineering / Electrical/Electronic Engineering] Responsible to plan, lead, organize, direct and implement the operations and administration of the renewable energy business in all functional and key result area of the business/division. Good understanding on customer’s requirements and current market trends in renewable energy sector especially solar. Overall in charge of the whole div"
"3544","roadie","greenhouse","6","Customer Support Specialist | DevSecOps Engineer | Instructional Designer | Product Manager | Product Operations Intern","Roadie, a UPS company, is a leading logistics and delivery platform that helps businesses tackle the complexities of modern retail with unmatched delivery coverage, flexibility and visibility. Reaching 97% of U.S. households across more than 30,000 zip codes — from urban hubs to rural communities — Roadie provides seamless, scalable solutions that meet a variety of delivery needs. With a network o"
"3545","rohde-schwarz","jobstreet","6","IT Support Specialist | Learning and Development Program Manager | Test Application Development Engineer | Manual PCB Assembly - Technician | SMT Technician","We are looking for a highly motivated IT Support Specialist to join our Americas Information Technology (IT) team & the Global ServiceDesk team. The position will be based out of Columbia, MD and will deliver Level 1 support for Rohde & Schwarz users worldwide. This position offers a fantastic growth and learning opportunity to be part of a dynamic and growing global team that supports Rohde & Sch"
"3546","roofr","greenhouse","6","Engineering Team Lead, AI Platform | Head of Product Growth | Lifecycle Marketing Lead | Senior Backend Engineer, AI Platform | Senior Backend Engineer - Contract","At Roofr, we’re obsessed with our customers. We constantly gather feedback to shape, prioritize, and launch the products they truly need. That’s what makes Roofr’s CRM special. We started by building essential sales tools like aerial roof measurements and digital sales proposals. But when our customers asked for a simple, affordable way to manage and scale their entire businesses, we listened. So,"
"3547","rtx","linkedin","6","Summer 2024 Intern: Digital Technology | ERP DT Functional Lead – Source to Pay (REMOTE) | Senior Cyber Automation Engineer (Palo Alto XSOAR) | RF Researcher (Senior Engineer, Research) | Summer 2024, Intern: Cybersecurity Engineering (Remote)","Date Posted: 2024-02-12 Country: United States of America Location: RTN99: RTN Remote, Tennessee Position Role Type: Remote RTX Corporation is an Aerospace and Defense company that provides advanced systems and services for commercial, military and government customers worldwide. It comprises three industry-leading businesses – Collins Aerospace Systems, Pratt & Whitney, and Raytheon. Its 185,000 "
"3548","runwise","greenhouse","6","Business Development Representative (Remote - Boston) | Director, Customer Success | Lead Building Controls Technician | Lead Building Controls Technician (Chicago) | Sales Development Representative","VP, Field Service Runwise is seeking a VP, Field Service to lead and scale our national field operations organization. This role will oversee installation, service, commissioning, and technical field support across all markets while transforming Runwise’s field capabilities into a highly efficient, nationally scalable operation. This is a senior leadership role responsible for building the operati"
"3549","ryco-hydraulics-sdn-bhd","jobstreet","6","Process Engineer | Industrial Engineering Technician | Electrical & Electronic Technician | Purchasing Executive | TECHNICIAN OPERATOR (MECHANICAL/ELECTRICAL) – HYDRAULIC","[Category: Engineering / Mechanical Engineering] TERMS AND CONDITIONS: Number of Workers: 4 Contract Period: 2 years Salary: RM 2,500 Food Subsidy Free Accommodation Free Transportation REQUIREMENT: Candidate must at least a Certificate, Engineering (Electrical/Mechanical). Required skills: Hands on troubleshooting. At least 3 years of working experience in the heavy manufacturing and as an electr"
"3550","safeguards-corporation-sdn-bhd","jobstreet","6","Company Secretary | Software Developer HRMS | Procurement Officer | Business Development Executive | Junior Company Secretary","[Category: Accounting / Financial Accounting & Reporting] Financial operation Oversee financial operations, including accounts payable, accounts receivable, payroll, and general ledger activities. Monitoring and manage cash flows. Manage stock and inventory reconciliation. Financial reporting. Ensuring compliance with accounting standards and regulatory requirements in financial reporting. Conduct"
